att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,class
3.130631,3.099002,-2.143579,0.146475,4.331994,-0.307615,0.06202,-0.153932,-0.691206,0.752649,1.386528,2.76407,2.176771,3.430548,3.261701,2.415735,3.64569,2.408836,-1.750804,2.292026,3.062053,1
-0.165879,-0.264496,1.521561,-0.536535,4.389875,1.131283,0.0677,0.632874,0.657726,-0.676379,0.818637,0.223981,2.430977,3.41356,2.740332,3.025497,6.553106,4.375142,-0.54091,5.026966,2.011241,1
0.330657,-0.322263,-1.080184,-1.462401,2.848242,-1.146581,-1.581509,-1.295539,2.565948,2.247544,2.757777,4.253699,5.747652,6.054571,5.858021,5.812685,4.878397,3.697321,-0.539096,0.678836,0.315365,1
1.909207,0.236871,1.681656,-0.471275,4.114977,-0.958615,0.546953,0.381041,-0.017982,-0.84759,-0.508365,-0.168017,0.288675,1.997388,5.219607,2.342743,4.660013,3.977962,0.10884,4.925795,2.827709,2
-0.385257,-0.460037,-1.251028,-0.79511,3.952476,-0.018856,-0.190608,1.174337,0.353015,3.045937,3.039886,3.329927,4.704083,3.31726,5.672617,3.165144,4.304074,5.001708,-0.205872,-0.519939,0.893586,1
0.082046,0.664114,1.32373,-0.988661,0.590382,0.934737,0.574103,-0.745192,1.641484,1.681893,4.43392,2.686999,4.074993,5.860654,4.272449,3.044676,2.50098,1.408368,0.310939,-0.01953,-0.458535,1
4.604859,4.732388,2.765529,3.424854,4.288613,2.438445,-0.55806,-1.605794,-1.922398,0.561124,0.155896,-1.793343,0.984428,1.316992,0.878413,-0.531154,2.160001,3.359722,0.623088,3.093205,4.867564,2
5.044542,2.496081,2.711566,1.327437,3.373725,0.564714,-1.122075,-0.589017,-1.80516,0.807526,1.366377,0.944269,1.622759,1.398607,-0.025715,1.00497,2.853536,3.070407,1.437776,2.841229,2.18494,0
0.861992,1.17945,0.809275,-0.10476,1.678652,1.600184,-0.730414,0.165619,-0.748784,-0.06623,1.072334,3.190439,3.841742,4.681561,4.308641,2.275936,3.307789,2.657293,0.041286,0.965672,1.78578,1
0.604825,2.030229,1.263743,-0.512745,2.9013,-0.948454,0.427942,1.321963,0.438593,0.208858,0.467014,-1.148214,2.405919,2.299956,2.995843,3.645849,4.155672,4.176755,0.070015,1.609969,5.405086,1
3.552456,4.344032,2.055267,1.997607,2.910258,1.80297,1.334787,-0.939652,-0.50784,2.418421,0.185554,0.750915,0.917569,1.174165,1.72669,1.454885,0.935124,1.159914,1.183423,2.896449,3.77553,0
4.390325,3.425184,3.111539,2.371459,2.327895,0.291329,2.292304,1.830171,2.077743,-3.353057,0.956094,0.294957,2.500372,3.250275,-1.127611,2.39128,2.075023,0.375626,0.732615,2.54236,3.635232,0
3.64546,4.393937,2.966877,2.794555,3.567484,2.025899,-0.669074,-0.214103,-0.30757,0.100694,-0.321735,0.412828,-1.548426,1.068361,-0.469472,-0.23555,2.634994,3.498517,0.85582,5.185834,4.216197,2
0.128819,1.549508,1.359519,-1.144732,1.959494,-1.113946,-1.375996,-1.306855,0.397246,2.237282,3.804475,5.447564,4.22683,5.515312,5.599901,4.054811,1.832273,2.780319,-0.947291,0.344631,-0.676553,1
2.440502,2.089848,-0.803522,-0.483677,4.95818,0.311012,0.955573,-0.048368,-1.109443,-0.999174,-0.091987,-0.143641,-0.220415,1.512128,2.997245,3.317875,5.901078,5.61655,1.873013,4.078574,3.08011,2
6.839852,4.042832,2.526011,3.910212,0.969542,0.709151,-0.091322,0.194358,0.53772,1.971696,1.348871,0.406616,1.165849,1.406354,-0.853999,-1.472961,2.437484,2.52604,1.726157,4.118067,5.096351,2
4.512933,4.604941,2.150654,2.260448,5.70518,-1.448572,0.937973,-1.029578,1.029107,2.160438,-1.101201,0.744628,2.187617,0.812148,-0.432847,1.370836,-0.279485,0.744506,3.497629,4.086731,3.675473,2
1.330641,0.012927,0.258946,1.378049,3.645321,-0.585097,1.140917,-1.372564,0.664715,0.160305,0.101216,-0.370938,0.401034,1.94077,4.779394,3.238946,4.94736,7.626428,-1.396083,4.374117,3.346487,1
1.657864,-1.334497,-1.0783,-0.375015,0.8132,-0.030263,-0.307213,-0.724843,2.078541,2.051963,1.431144,4.363629,3.799452,5.066298,3.726452,3.706784,2.269942,3.10269,-1.385266,-0.692597,0.513135,1
1.283986,1.123037,0.666511,-0.765717,2.509769,0.082227,-1.111345,1.405489,-0.1226,1.145111,1.220907,1.412102,2.526414,3.472117,5.327038,2.292308,4.724346,5.169702,0.620861,3.10083,1.185636,1
1.817518,1.850809,1.655652,0.839864,2.477605,-0.262949,-0.603441,-0.612794,0.053798,0.773431,2.61931,2.804752,2.928515,2.701076,-0.441582,3.578379,2.773687,1.348649,1.07995,0.198008,2.929048,0
4.503434,5.417927,3.143768,5.2208,3.607222,-0.372577,2.028885,-0.02641,0.891842,0.723574,0.856151,0.01373,-0.247967,1.206076,2.532731,-0.073149,1.204506,1.388218,2.543695,4.553059,6.050318,2
1.309433,2.295905,0.10544,2.810292,3.660289,-0.216877,-1.207211,0.648094,-0.435676,0.392796,3.303665,3.576606,3.087854,6.717822,2.6344,3.034744,3.185945,2.592066,-0.727217,2.017581,3.250459,0
3.226153,3.07312,2.525025,0.052579,3.288323,0.251925,1.064638,-0.74057,0.744166,-0.977887,-2.18628,0.047793,-0.154235,3.736276,3.29234,1.205164,1.403179,3.294442,-0.114204,3.836801,4.343571,2
1.062796,1.14603,0.185971,0.524394,4.320692,-1.10017,1.932458,1.766447,0.969975,2.009475,2.683127,1.318852,2.760568,3.675989,4.811707,2.710804,3.044018,1.753541,2.832459,2.28066,0.823745,1
4.310454,3.838587,2.983763,1.582257,5.165223,0.120642,-1.225355,0.706739,0.686908,0.476879,-0.637846,-0.457835,0.914681,1.894327,-0.374324,1.90383,1.855958,2.820637,0.618095,4.46532,4.776454,2
1.239909,2.90696,1.440366,1.879025,2.226428,0.435823,-1.654061,-2.267579,0.289502,2.07914,1.915425,2.525823,3.250447,4.716908,4.117312,1.6418,1.391666,1.413512,0.058884,3.23117,2.950498,0
1.373974,0.952975,1.406211,-1.080129,2.991006,0.634572,0.236392,-1.387642,-0.215952,3.907739,2.01979,4.871635,3.729274,4.966293,3.60474,1.161235,2.55203,2.11433,0.376998,1.014026,0.550797,0
3.008348,2.262186,1.595263,-0.115402,3.628671,-0.427967,-1.235075,-1.715042,1.158842,-0.57053,0.476124,1.672532,1.089442,1.033774,3.588747,2.266516,3.562817,5.51968,-0.158506,4.348937,3.252372,2
2.802145,2.136943,1.282816,1.040203,0.279228,1.569684,0.579301,-0.430548,-0.237527,2.361607,0.547446,3.51473,5.75443,4.82924,2.450856,2.020509,1.645082,1.912742,0.180023,1.656107,3.017366,0
3.331622,1.842615,0.624885,-0.452062,4.236562,-2.025942,-1.337753,0.429438,0.964383,-0.15942,0.677399,1.166946,0.781581,1.800885,0.955123,2.50416,3.155271,5.443441,-0.895986,5.223164,3.716621,2
3.625436,3.524344,3.428115,2.369302,1.822227,2.01116,-0.255014,-1.011924,0.741966,3.513919,1.2041,1.062011,1.712022,3.221022,2.529734,1.700776,1.973336,3.758592,0.778189,2.100259,2.561107,0
4.55362,1.061288,0.308796,-0.413243,4.563792,1.422027,0.985354,0.522192,-0.63018,-0.489738,-0.385029,0.826534,1.90379,2.268201,4.046695,5.394732,4.4056,4.791078,-0.232585,4.079307,1.711286,1
7.062128,6.060023,2.524521,2.784075,4.49321,0.600258,-0.265764,1.027867,-0.940481,1.428151,-0.699186,-0.151681,-1.375551,0.122297,-0.944029,-0.183241,2.238663,0.69423,1.205418,3.400391,5.641316,0
0.149452,-0.821182,-0.478246,-1.459747,1.159066,0.670277,-0.465306,-0.1027,1.486336,0.68602,3.166971,2.892825,5.120685,5.685229,4.062691,5.019636,2.822467,2.108249,0.86153,0.327346,-0.880261,0
1.14602,1.586342,-0.391283,0.461383,3.564585,0.099234,0.655752,-1.582296,2.231251,0.967164,2.668622,2.611002,2.657572,4.613412,2.745238,3.878445,3.807462,6.328246,-0.719505,2.327029,2.419181,1
1.620012,-0.189774,-0.002726,-0.170138,2.035734,-0.505678,-1.321093,-2.518599,0.852082,0.836481,3.722895,2.317357,3.435902,5.196601,4.502286,4.17354,2.478327,1.787001,0.892672,1.550269,1.436636,1
5.181253,6.722197,5.240674,2.902095,2.446348,0.48152,0.566493,-0.410567,-0.371078,1.929847,1.507096,0.974829,-0.649197,-0.546947,-0.888339,0.719903,-0.506234,3.346507,2.775942,4.030811,6.172503,2
1.780678,2.28023,3.019765,1.686278,2.805731,-2.085423,1.709446,-0.650361,1.966316,-1.142013,-0.279206,-0.261227,1.463248,2.502697,3.073532,1.341566,1.713267,2.657821,3.231252,3.516854,2.27375,0
1.539145,1.693287,0.635347,1.015094,0.091747,-0.214537,-0.051582,1.086088,1.853918,2.784175,2.912451,1.71954,4.024765,6.239502,3.983633,2.917135,3.385695,1.220582,-1.002579,2.473614,2.505419,0
4.325715,4.680224,3.656165,1.463725,4.565312,1.070642,-0.927396,-0.201052,-0.518976,1.032556,2.337219,-0.039294,0.328677,3.193966,2.267528,2.13085,0.736454,3.106268,1.412795,3.355725,1.782261,0
3.267044,3.352856,0.57615,-0.068127,5.367234,-1.107141,0.146021,-0.924197,0.65515,1.006811,-0.427445,-1.479546,-0.161054,1.825608,3.85725,1.844626,4.776048,4.129356,-0.601,3.563855,1.630788,2
5.130139,2.991013,1.963677,0.473417,4.86003,-1.418017,0.419784,0.102484,-0.783169,0.693162,-0.619556,0.85833,1.971842,2.00828,2.468397,2.580804,2.716796,6.14215,0.320069,5.709453,3.198195,2
2.328198,-0.098897,-1.94025,0.71959,3.817156,1.79098,-0.085569,-0.049026,0.263059,0.691753,1.303417,0.985624,0.611526,3.506635,3.947127,3.4749,5.805436,5.050263,0.203968,3.385863,1.994647,1
1.621495,2.299511,2.129804,2.202571,1.238281,1.196324,0.468818,0.463209,-1.998923,0.904102,1.660917,2.240963,2.633104,1.997924,2.356572,2.260366,1.673843,2.538803,0.564848,2.466437,2.810004,0
5.143274,2.393179,2.46459,3.380025,3.372318,1.267528,0.572468,-0.103444,-0.347391,0.600745,1.553946,0.84942,0.517765,-1.661343,1.99229,-0.497751,1.968952,4.06444,0.894975,3.66119,4.361383,2
-0.685257,0.122825,-0.865414,-0.48361,1.15328,2.205505,-1.650416,-1.174304,1.323052,1.695623,4.480964,4.477519,4.606432,6.818562,4.843448,4.30377,3.357951,0.351912,-0.415099,0.409569,-0.927334,0
1.017854,1.335106,-1.05775,-1.278831,2.697024,0.783668,-0.663924,-2.322001,0.025243,1.261718,-0.017991,-1.306508,1.603756,2.318289,4.109324,3.572631,5.855179,7.180537,-0.362603,3.175381,3.431306,2
3.521691,3.653571,3.683899,2.261963,3.439273,0.442695,-0.688049,0.720989,-0.182855,1.553167,2.925935,-0.395651,0.961871,0.375842,0.696887,-1.437694,0.975028,0.318569,2.161679,1.740489,2.965258,0
0.445634,-0.001977,-0.55462,-0.728589,3.106566,1.825544,0.369399,-0.323958,1.675868,1.315221,3.449916,3.666571,2.840271,5.577178,4.709775,3.34502,2.55576,1.233118,0.663671,0.631138,0.699995,1
3.520548,5.319212,2.200094,-0.116205,3.533067,0.77531,1.468819,-1.17558,0.620775,0.598732,1.200895,3.095166,1.289503,1.100539,1.906568,2.427083,0.86764,0.748673,-1.169113,2.901664,3.522589,0
2.142052,2.20938,1.173823,1.19415,2.529197,0.363178,-1.358206,-0.957353,-0.084785,-1.477234,1.243845,1.279614,1.301646,1.380625,1.61994,2.830796,4.739269,4.828711,0.929999,3.464305,2.737183,2
4.650303,5.277989,2.641405,1.095702,2.391407,1.314472,0.950135,0.951095,1.88504,0.688766,-0.111802,1.514152,1.49663,0.947558,1.653338,1.386835,2.484873,0.464915,2.317424,1.002256,3.077514,0
3.041251,3.472252,1.557933,0.384308,4.040565,0.476055,-0.564975,1.415942,-0.779457,-0.043067,-1.127312,-0.473312,1.291153,2.177289,1.706606,0.885086,4.072812,4.264278,1.126941,2.095322,2.819539,2
2.967498,1.273186,1.799577,0.294958,1.856007,0.177133,0.655162,-2.049223,0.457861,0.855304,2.300263,1.316465,2.879801,5.22683,3.023825,2.945667,3.871013,2.166853,1.817124,0.548539,1.845184,0
4.970655,4.43049,2.654333,2.235279,4.683516,1.056449,1.010823,-0.501038,0.121711,-0.572384,-0.29815,0.380738,0.689195,1.562969,0.718238,0.288024,-0.088031,4.133438,1.352071,3.829473,5.492086,2
3.967645,2.814271,0.985789,1.193229,1.344943,1.499007,-0.131413,-1.173566,-0.879311,1.802781,1.264585,0.36402,1.624172,4.341369,3.846799,1.435271,1.911082,3.090343,1.083851,1.862403,4.056491,0
1.777609,-0.446799,0.778473,-0.399891,1.76528,0.312003,1.821572,0.325039,-0.372203,3.081331,1.162344,3.569895,2.656786,5.180727,4.9247,2.786819,3.248299,1.492756,-0.755156,-0.241263,1.291227,1
0.028404,-1.237499,1.240793,0.984671,5.227001,-0.622769,2.805783,0.603367,-0.279706,2.580794,0.37752,-0.766686,1.47527,0.468022,2.915294,3.816903,4.32938,4.093299,0.38741,1.847512,2.220059,1
1.584648,1.970913,2.848758,3.332969,4.160969,2.714552,-1.673011,0.841277,-2.314661,-1.886747,0.749047,0.892728,0.954825,0.692766,2.005363,2.613267,3.263015,6.318188,0.751811,4.12798,4.298872,2
0.188832,0.243919,1.169172,0.979782,2.435735,-0.667322,0.471435,1.624558,1.057709,0.617596,1.693324,3.973368,0.213475,3.675454,3.135856,4.51991,3.673831,2.836187,0.280662,-0.956446,0.265391,0
-0.638224,1.174453,-0.095899,-0.853943,0.159129,1.175627,-0.603327,-0.01278,1.105036,3.696024,2.427138,4.751846,5.135215,4.739863,6.463438,1.475607,3.935754,2.884663,2.022093,-0.228878,-0.37494,1
0.124799,-0.760433,1.502794,-1.984017,3.281878,-0.390992,0.449845,0.446389,-0.110314,0.321879,1.004694,-0.655697,2.645379,2.889298,3.278468,5.668876,5.479326,4.667091,-1.422196,2.151943,0.947205,1
4.827239,0.310575,1.581526,2.219769,3.350037,-0.502387,0.368594,0.628414,3.607117,-0.198532,2.689878,-0.603897,0.382314,0.53793,2.511516,2.058273,3.580991,5.486716,1.575036,3.827618,3.968573,2
-0.447776,-0.929414,-0.513806,0.005911,3.020343,1.022804,-1.078362,-0.080725,2.682733,3.536559,0.607994,3.685619,3.260784,5.370117,3.339121,2.06192,3.781496,3.547515,-0.498284,0.835395,3.131482,1
1.309379,1.323394,-2.01492,0.433345,1.591429,-0.262152,-0.825545,0.557179,0.572345,1.408854,0.85505,2.086144,3.84055,5.405816,4.717184,4.030245,5.316936,3.688601,0.16114,2.769546,0.251087,1
-0.598745,-0.051116,0.02664,0.375215,4.390217,-0.055357,2.117785,0.399093,1.118644,-0.482425,0.486835,0.839664,2.598772,1.871125,3.172658,5.124768,3.356147,5.276911,0.329425,2.292644,3.245608,1
3.485893,2.045058,4.633259,1.470131,4.357476,2.189531,0.438796,-1.248931,0.292675,1.48577,1.485576,-0.06268,3.300279,3.214259,2.070626,0.912134,1.031038,1.057219,-1.821524,4.128523,3.712746,0
4.913233,3.117016,1.494143,2.156959,2.609948,1.086557,-0.277616,-0.293162,-0.155963,3.199964,0.911212,0.599784,1.069016,0.811598,0.928048,-0.335728,1.610861,1.01367,1.264705,2.787432,3.011116,0
3.111047,2.748875,2.919103,2.10822,2.462111,0.037123,0.257931,-0.23705,0.289174,-1.172026,0.214792,1.279104,0.273155,1.292135,-0.027604,2.806866,2.441187,1.754086,1.25481,1.624146,4.553433,0
5.609164,5.540244,5.521568,3.281661,2.836615,0.086848,-1.495352,0.660147,-0.972311,0.678211,-0.215782,-0.236275,-1.437613,0.772236,0.92095,0.832432,1.394349,2.839964,1.660856,2.984372,2.92224,2
3.254814,0.923323,0.708119,1.063384,3.80145,1.266567,0.642743,-0.651716,-1.484533,-0.681548,0.614138,0.031736,0.90701,1.721401,3.58679,2.470562,4.849799,5.097999,1.153404,4.020237,3.586479,2
3.501846,3.574132,4.177687,2.093462,1.975978,0.251868,0.733317,0.436576,0.483211,1.440147,1.702557,1.811978,1.199472,0.707255,2.53418,1.146685,1.418702,2.714218,0.120183,3.338842,2.686901,0
0.35106,1.095255,-0.342739,0.571755,2.067841,0.942299,0.440068,-1.557204,0.276953,2.593128,2.40825,3.492086,5.198584,6.535694,5.122421,2.958641,4.242673,2.755943,0.747123,-1.396836,1.415329,1
0.284738,0.637116,-0.510129,0.515387,6.160636,-0.386718,0.865373,-0.766551,0.551367,1.180072,-0.225694,0.257887,2.069221,-0.636055,4.698375,4.705756,4.091637,6.10159,-1.564835,5.582259,3.475805,1
-0.062519,-1.162916,0.100435,0.714358,-0.813902,1.770859,0.768059,-1.276833,2.025992,3.090632,2.036534,6.232325,5.299643,6.927925,3.772353,4.927539,3.798075,3.191967,-0.49186,1.74979,0.373205,1
0.313879,-1.186751,0.426216,0.968307,3.493916,-0.175802,0.038532,0.895906,-2.507081,0.335073,0.87678,1.647873,2.340937,3.054996,3.288688,4.029563,3.307694,5.066916,1.145396,2.538682,2.109039,1
5.270983,4.04192,3.327127,1.465195,2.592214,0.544963,0.923432,-0.103121,0.958417,-0.367979,-0.560676,0.107242,0.814745,-0.138825,-0.134865,1.981224,-0.609289,2.947349,-0.953467,3.855779,5.343419,2
5.317561,1.65606,2.488952,3.549898,3.195131,0.025317,1.029029,1.038295,0.904046,-0.095979,1.820871,1.622403,2.984897,-0.589019,0.983934,0.683262,2.991949,1.601771,1.029583,2.403256,3.887652,0
3.557498,3.313855,2.653467,-1.159782,1.23736,-0.579266,0.089333,-1.122935,1.005845,0.270788,2.172674,1.463625,1.757617,1.938584,2.268657,2.293049,2.104479,-0.49312,0.280934,1.868142,3.988921,0
0.732413,0.120458,0.823188,-0.966889,3.036981,-0.111445,-0.744718,0.211984,0.616942,1.367531,2.283664,2.034935,3.152877,5.768815,3.367752,3.281529,3.62374,3.716092,-1.788254,1.18562,0.187228,1
-0.87401,0.393942,0.767998,0.542657,2.295681,-1.326127,-0.860555,-0.815119,-1.236103,2.547133,2.584316,2.700663,4.474653,3.768667,4.683399,4.2859,2.47484,3.218089,0.033418,1.371864,1.857363,1
5.614307,3.98187,2.941595,1.479831,2.504371,-0.183787,0.119385,-0.58172,0.286084,-0.979527,0.992212,1.476643,1.103947,0.128181,1.636495,1.768802,2.701025,4.030135,1.542323,3.043308,4.138867,0
0.122788,-1.107837,-0.095797,-1.110608,2.55761,-2.340616,0.978159,-0.814422,2.228331,1.089822,2.521334,5.848684,2.922114,6.628203,5.592035,3.73382,5.150669,1.785149,-0.124412,1.60613,-1.076656,1
1.133573,-0.427128,-0.407117,-2.041115,3.411586,1.206661,-0.3042,0.815082,1.040228,1.280388,2.194965,1.958319,4.191901,4.397249,2.733368,4.303749,2.819956,4.329495,1.062291,2.703866,1.132273,1
1.883668,0.273945,0.069171,0.894051,2.794175,-0.997013,-0.354747,-0.590319,2.114411,1.280944,0.614463,0.664625,1.66216,2.520199,3.190086,4.634546,3.782728,5.70426,0.561933,3.314221,2.528754,1
4.969302,5.74432,3.009602,1.732654,5.139635,2.776961,-1.037904,-0.247409,-0.215778,-0.278174,1.029562,-0.866017,0.089267,1.018749,0.414059,2.457399,1.265499,3.685802,2.646776,4.503615,4.998546,2
1.15199,0.753217,0.429224,1.059386,5.112544,0.675224,-0.469201,0.073651,1.227122,2.680464,0.229339,0.766353,1.944689,1.893069,3.118846,4.097886,1.78277,3.404921,0.669588,2.253049,2.205299,1
1.448293,1.808225,1.533318,-1.532619,4.677337,-1.970234,-2.452858,-1.975218,0.230624,0.273741,-0.734954,0.113618,0.664532,1.2319,2.477102,2.546768,5.964734,4.923788,-1.303509,3.89901,3.71008,2
3.139134,0.619461,0.818489,1.201989,3.355412,-0.208468,0.162427,-1.049047,-0.61333,2.252317,-2.50593,0.969358,-0.231564,1.554238,2.510977,2.459471,3.36086,5.489377,-0.817649,4.996982,1.882108,2
3.738416,2.36827,2.017562,0.762428,1.865306,2.434451,-0.385671,-0.471583,0.434791,1.307359,2.356454,2.137494,2.988673,2.227968,0.293608,0.836922,2.405302,3.15938,0.547176,2.996641,2.788309,0
-0.009202,-0.072832,0.334535,-1.751305,1.441167,1.176758,1.33715,1.337794,0.524922,1.341844,1.456114,5.010633,3.70745,5.029855,4.089863,2.83956,4.891987,2.886851,-1.270387,0.359035,-0.84228,0
1.90612,2.759406,0.896632,1.265857,1.844389,-0.439884,-0.711198,-0.767199,0.470443,2.339823,2.146579,4.20125,4.423559,3.976396,3.499374,4.173728,3.540418,1.359038,1.221854,1.289539,2.20032,0
3.708323,2.904911,1.631838,-0.245957,3.434094,-0.966915,0.241592,1.233939,-2.02869,0.954715,0.387406,-0.714013,1.570182,1.623638,3.591261,2.316114,4.689979,3.764039,1.583437,5.758883,3.495903,2
1.129723,1.064419,0.097838,-1.853597,6.489482,0.45545,1.342126,0.597949,-0.186646,-1.087475,-0.944514,0.621174,1.537324,2.597163,3.558096,4.243208,4.707079,6.057532,-0.6735,5.63013,3.332147,1
3.617967,1.241912,-0.185683,1.096619,3.901004,-0.452674,-0.173848,-0.988368,-0.646097,0.620554,-0.690065,-0.073483,2.489029,1.934885,3.919456,3.258533,4.651853,5.682895,0.778919,5.113435,2.285522,1
5.599661,4.203176,2.455476,1.009962,5.988666,0.500041,-1.947606,0.490207,1.057719,-0.301218,0.036755,-0.30609,-0.244425,0.779653,0.836903,2.225728,3.265964,3.777021,-0.268917,3.6799,4.261755,2
5.419309,4.388719,3.321765,2.134844,1.603164,-1.334004,-1.302427,-1.274185,0.533272,-0.590367,2.216164,-0.732127,2.743355,2.376764,1.283487,2.287956,0.187963,2.238187,-0.1507,2.089697,4.567718,0
1.878785,2.3581,-1.361991,0.386551,3.150846,-0.312461,1.8344,0.824091,-0.108495,-1.352369,1.112816,1.18506,0.783633,1.392323,3.14105,5.714724,3.338208,6.515223,1.719934,2.386692,2.318586,1
5.285287,2.835632,0.630655,2.599702,1.761521,-0.070488,1.612979,-0.9532,-0.598179,2.002864,2.825882,0.447191,2.133429,1.078949,0.663883,1.909431,1.692279,2.31104,2.302052,1.326608,4.146061,0
0.026732,0.299562,-0.482965,-0.138623,4.406178,0.515355,-0.511562,0.640338,-0.14041,-1.999593,-0.582741,0.791721,0.356935,1.701667,3.99099,4.465047,6.513009,5.157657,0.433719,3.899458,0.350751,1
5.824849,3.521188,2.881905,1.66645,2.080191,1.485514,-0.553987,0.739173,0.445921,2.071356,-0.29392,2.055786,0.907411,0.566481,-0.242678,2.32516,0.278952,2.538105,0.591163,1.780265,4.398427,0
3.098418,2.092452,-1.245011,2.21768,5.104921,0.367795,-1.378835,-0.085965,0.286901,-1.154736,-0.008641,0.521458,1.541425,0.878405,1.420883,4.186882,3.576864,5.540473,-0.474705,3.929098,1.67333,2
-0.023793,-1.221187,-0.091367,-0.342108,-0.577046,-1.808596,0.500182,1.051446,1.68501,1.791406,2.232783,3.282062,5.526027,6.229516,4.943347,4.981779,1.904109,2.081934,0.13018,-0.029477,-0.182334,1
2.748347,-1.605716,-1.204448,0.855552,2.42004,1.699953,0.35443,-1.057275,0.393808,-0.385702,2.201745,1.601128,2.765865,2.672462,4.176088,3.362744,3.909293,5.60695,1.865953,3.068352,1.633909,1
5.252643,1.300329,1.68714,1.195957,3.957837,-0.668812,-0.263768,-0.32969,0.938499,-1.993427,-0.43171,-2.058358,0.496739,2.466251,2.087271,1.839546,3.118789,2.932899,1.951107,4.162435,4.336596,2
-0.687575,1.187045,-1.796418,-0.195891,4.969239,-0.417218,0.540089,-1.52114,-0.930043,1.104215,0.385872,1.449904,2.159453,1.074705,4.065863,5.526329,5.198357,6.79443,-1.69382,2.067002,3.481145,1
2.252293,2.022442,-0.759277,-0.28636,3.713975,-1.91673,-2.956018,-1.111561,1.202883,1.445786,1.315107,-0.066068,2.66186,3.09791,2.831694,4.793301,5.956114,3.422214,0.089649,3.406171,0.720144,1
5.987598,4.047735,2.261177,1.885144,1.669768,2.064118,-1.158202,0.490899,-0.030733,-0.613749,0.075835,-1.702773,-0.305226,1.291342,-0.71942,1.535426,1.470369,2.248603,1.769362,2.504436,4.651473,0
1.838538,1.278887,-1.08234,-1.547401,4.053959,-1.766095,0.920228,1.916064,0.813736,2.258824,1.987374,0.720259,3.862446,1.891363,5.685255,3.673457,4.064215,6.14454,0.716362,3.816504,2.682814,1
0.899507,0.372524,-3.28406,1.051548,3.822687,-0.065113,-0.590172,0.588963,-1.485892,1.583611,2.313499,2.1103,2.986475,4.828546,5.103021,4.942738,3.19463,4.603133,2.206563,1.372158,0.570539,1
3.816513,1.347173,0.671369,-0.5879,4.596526,0.529254,-0.107855,-0.73798,0.04767,1.075519,-0.377517,0.406803,-1.221443,-0.623532,2.374241,3.344476,6.298342,4.100141,-0.094216,3.647799,4.606728,2
4.325612,3.075141,1.063564,2.94667,1.193767,0.935491,0.333591,0.436243,-0.304387,0.432951,0.944243,0.486494,1.695013,0.584654,0.367165,1.353484,1.839011,3.884304,3.141567,3.585559,4.780424,0
2.281928,3.90465,2.099775,2.061209,2.259289,0.608327,1.057985,-0.493962,1.574027,2.196982,2.750367,2.481803,2.969228,1.701993,3.299594,1.903835,0.357142,1.233651,0.284669,2.058165,3.046134,0
3.125563,1.433501,-0.191296,-0.376259,3.184084,-1.708592,-0.82443,-1.035859,-0.210481,1.390097,1.396331,0.365261,0.21642,1.193652,3.138437,3.726879,3.866388,5.305285,0.398075,2.682826,4.655978,2
5.373783,4.01528,1.706241,2.483273,2.732564,0.804085,-0.95411,1.646414,-1.718764,-1.478355,1.007647,0.440219,1.841776,2.060712,3.190384,0.718952,1.002415,3.276468,0.435723,4.057942,3.322286,0
3.896383,3.958555,3.144911,2.802413,3.222196,1.149742,0.993148,0.014848,2.254036,1.215444,3.125775,1.429493,1.314431,2.871779,2.062917,-0.138227,0.477859,2.084618,0.014369,0.819838,2.677026,0
0.9595,0.018643,-0.157095,0.250771,-0.6282,-0.144442,-0.089963,-0.539735,2.047498,2.904473,1.994423,2.63583,4.221079,5.609771,4.989897,2.763642,2.372829,3.166754,0.732021,1.647684,2.045428,1
3.69021,2.745444,3.788469,3.027401,1.183732,2.492543,0.01289,-0.275649,0.233119,0.511498,0.385752,2.513102,3.946807,3.695009,1.503235,0.723719,3.370806,1.557038,0.51049,3.613473,1.110815,0
1.384105,1.052015,0.045364,0.127529,3.909969,1.445647,1.445557,1.326047,0.125748,-1.6335,1.372555,-0.295403,0.618765,1.300302,4.341783,4.06555,3.034731,6.279647,0.819593,4.164322,3.670871,2
-0.465234,-0.834662,-0.135671,0.12281,1.186542,-0.664622,-1.464668,1.05865,2.509916,-0.843322,2.051668,2.868374,3.7972,5.439993,5.25157,2.782611,3.236621,2.836704,0.593262,-0.414991,1.47891,0
5.767893,4.504031,1.9197,2.411171,3.542949,0.685231,0.444602,-0.285387,0.010485,-1.049349,0.070752,-0.628021,1.059871,0.319185,-0.65934,1.536022,3.223781,2.726827,1.63814,5.867427,3.385994,2
2.130652,2.719491,-0.985868,-0.16174,3.857027,0.184312,-0.758189,0.565729,1.887155,0.158208,1.634868,0.384784,3.022971,2.132921,2.94939,4.993781,5.043954,6.330932,0.317747,4.206678,3.500938,1
0.359112,-0.418885,0.959828,-0.852783,2.016771,0.40345,-1.164755,-0.549137,2.10375,0.690137,2.034591,1.698459,2.465492,4.605269,3.749194,3.965253,2.397525,2.477682,0.856203,0.347641,1.050097,1
1.294636,2.514139,0.918844,2.907625,2.412407,1.718867,0.91068,0.470184,-0.8625,-0.120615,3.080004,3.598967,3.057209,4.991116,2.338073,1.499766,1.665579,2.999126,-0.430863,1.660368,2.123866,0
